"Year";"Date";"Site";"Replicate";"Tax_ID";"Size";"Density";"Latitude";"Longitude";"Observer";"Depth";"DatasetID";"Area";"Country";"Location";"Method"
2017;2017-05-03;"Cayo Sal";1;"Sparisoma viride";35;2;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";1;"Sparisoma viride";38;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";1;"Sparisoma viride";40;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Abudefduf saxatilis";7;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Acanthurus bahianus";17;2;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Acanthurus bahianus";20;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Acanthurus chirurgus";12;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Acanthurus chirurgus";22;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Acanthurus coeruleus";10;12;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Aulostomus maculatus";22;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Bodianus rufus";30;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Cantherhines macrocerus";20;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Caranx ruber";28;2;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Caranx ruber";45;2;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Cephalopholis cruentata";12;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Cephalopholis cruentata";20;2;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Chaetodan striatus";6;2;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Chromis multilineata";5;100;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Chromis multilineata";8;60;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Epinephelus adscensionis";16;2;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Epinephelus guttatus";16;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Haemulon carbonarium";25;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Haemulon chrysargyreum";12;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Haemulon chrysargyreum";20;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Haemulon flavolineatum";20;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Haemulon flavolineatum";22;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Haemulon sciurus";30;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Holacanthus tricolour";20;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Lutjanus apodus";35;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Lutjanus jocu";40;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Mulloidichthys martinicus";14;3;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Mulloidichthys martinicus";16;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Myripristis jacobus";15;12;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Myripristis jacobus";18;2;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Ocyurus chrysurus";25;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Pomacanthus paru";26;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Pseudupeneus maculatus";19;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Pseudupeneus maculatus";20;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Scarus iseri";14;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Scarus iseri";20;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Scarus iseri";22;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Scarus taeniopterus";22;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Scarus taeniopterus";29;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Scarus vetula";18;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Scarus vetula";30;2;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Sparisoma aurofrenatum";14;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Sparisoma aurofrenatum";22;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Sparisoma aurofrenatum";25;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Sparisoma viride";18;2;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Sparisoma viride";21;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Sparisoma viride";22;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Sparisoma viride";32;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Sparisoma viride";42;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";2;"Thalassoma bifasciatum";10;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Acanthurus bahianus";12;2;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Acanthurus chirurgus";15;4;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Acanthurus chirurgus";20;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Acanthurus coeruleus";6;2;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Acanthurus coeruleus";15;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Aulostomus maculatus";25;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Aulostomus maculatus";38;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Aulostomus maculatus";51;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Canthigaster rostrata";12;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Cephalopholis cruentata";12;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Cephalopholis cruentata";18;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Cephalopholis cruentata";20;3;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Chromis cyanea";6;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Chromis cyanea";7;2;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Chromis cyanea";10;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Chromis multilineata";5;80;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Chromis multilineata";6;120;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Chromis multilineata";7;25;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Chromis multilineata";8;40;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Haemulon carbonarium";18;2;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Haemulon chrysargyreum";13;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Haemulon chrysargyreum";17;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Haemulon flavolineatum";12;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Haemulon flavolineatum";14;2;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Haemulon flavolineatum";15;3;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Haemulon flavolineatum";18;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Haemulon flavolineatum";19;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Haemulon flavolineatum";22;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Haemulon sciurus";13;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Halichoeres garnoti";12;3;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Holacanthus ciliaris";11;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Holacanthus tricolour";22;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Holacanthus tricolour";23;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Holocentrus adsensionis";12;6;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Hypoplectrus puella";12;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Lutjanus apodus";32;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Lutjanus apodus";35;2;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Lutjanus cyanopterus";60;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Lutjanus mahogoni";22;3;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
2017;2017-05-03;"Cayo Sal";3;"Mulloidichthys martinicus";12;1;"10.946654";"-68.256912";"JM";5;"DATA1";"Caribbean";"Venezuela";"Chichiriviche";"Belt transect"
