"Year";"Date";"Zone";"Location";"Site";"Latitude";"Longitude";"Replicate";"Cover";"Tax_ID";"DatasetID";"Area";"Country";"Archipelago"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;2;2;"Others Tunicates";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;2;20;"Coral rock ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;2;11;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;2;6;"Sand";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;6;"Coral Acropora digitate";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;4;"Coral Acropora tabular";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;21;"Coral branching ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;19;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;7;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;6;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;1;"Others Palythoa";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;3;"Soft corals zooxanthellatae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;2;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;1;"Sponges";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;1;"Others Tunicates";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;13;"Coral rock ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;13;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;3;"Sand";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;16;"Coral Acropora digitate";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;7;"Coral Acropora tabular";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;9;"Coral branching ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;12;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;4;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;8;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;2;"Others Palythoa";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;4;"Soft corals zooxanthellatae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;2;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;3;"Sponges";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;19;"Coral rock ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;10;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;4;"Sand";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;9;"Coral Acropora digitate";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;3;"Coral Acropora tabular";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;10;"Coral branching ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;19;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;7;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;8;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;1;"Others Palythoa";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;6;"Soft corals zooxanthellatae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;2;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;1;"Sponges";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;14;"Coral rock ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;11;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;9;"Sand";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;6;"Coral Acropora digitate";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;3;"Coral Acropora tabular";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;6;"Coral branching ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;19;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;7;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;10;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;1;"Others Palythoa";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;7;"Soft corals zooxanthellatae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;2;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;1;"Sponges";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;21;"Coral rock ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;12;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-12";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;5;"Sand";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;1;4;"Coral Acropora digitate";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;1;1;"Coral Acropora tabular";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;1;6;"Coral branching ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;1;1;"Heliopora";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;1;18;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;1;13;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;1;8;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;1;8;"Soft corals zooxanthellatae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;1;2;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;1;27;"Coral rock ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;1;11;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;1;1;"Sand";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;2;7;"Coral Acropora digitate";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;2;1;"Coral Acropora tabular";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;2;9;"Coral branching ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;2;1;"Heliopora";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;2;16;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;2;13;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;2;7;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;2;1;"Others Palythoa";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;2;11;"Soft corals zooxanthellatae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;2;2;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;2;21;"Coral rock ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;2;10;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;2;1;"Sand";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;9;"Coral Acropora digitate";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;4;"Coral Acropora tabular";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;12;"Coral branching ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;4;"Heliopora";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;16;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;12;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;6;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;1;"Others Palythoa";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;9;"Soft corals zooxanthellatae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;2;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;1;"Sponges";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;15;"Coral rock ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;8;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-13";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;1;"Sand";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;4;"Coral Acropora digitate";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;1;"Coral Acropora tabular";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;10;"Coral branching ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;1;"Heliopora";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;28;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;7;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;7;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;8;"Soft corals zooxanthellatae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;2;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;16;"Coral rock ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;11;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;5;"Sand";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;4;"Coral Acropora digitate";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;1;"Coral Acropora tabular";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;7;"Coral branching ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;1;"Heliopora";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;25;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;7;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;9;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;6;"Soft corals zooxanthellatae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;2;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;19;"Coral rock ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;13;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;6;"Sand";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;3;9;"Coral Acropora digitate";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;3;1;"Coral Acropora tabular";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;3;18;"Coral branching ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;3;4;"Heliopora";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;3;21;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;3;7;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;3;5;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;3;1;"Others Palythoa";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;3;6;"Soft corals zooxanthellatae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;3;1;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;3;13;"Coral rock ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;3;11;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2013;"2013-03-14";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;3;3;"Sand";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;1;5;"Coral Acropora branching";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;1;5;"Coral branching ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;1;15;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;1;10;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;1;5;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;1;5;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;1;5;"Others Tunicates";"DATA4";"Indian Ocean";"Maldives";"Maldives"
