"Year";"Site";"Replicate";"Tax_ID";"Cover";"Location";"Latitude";"Longitude";"Depth";"DatasetID";"Area";"Country";"Archipelago"
2014;"SS3";1;"MONTIPORA";4,88;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"NON-ACROPORA CORAL";0,32;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"PACHYSERIS";0,4;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"PALAUASTREA";0,08;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"PAVONA";0,8;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"PLATYGYRA";0,4;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"POCILLOPORA";2,16;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"PORITES";17,04;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"SCAPOPHYLLIA";0,16;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";1;"SERIATOPORA";3,2;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";2;"ACROPORA";4,323855;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";2;"COELOSERIS";0,08;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";2;"COSCINARAEA";0,32;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";2;"ECHINOPORA";1,680321;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";2;"DIPSASTREA";1,761606;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";2;"Merulinid Sp";0,080321;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";2;"FAVITES";0,48;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";2;"ISOPORA";4,163534;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";2;"MERULINA";0,08;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";2;"MONTIPORA";5,043855;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";2;"PAVONA";2,24257;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";2;"POCILLOPORA";3,283534;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";2;"PORITES";19,21799;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";2;"SERIATOPORA";4,720964;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";2;"STYLOPHORA";0,080321;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"ACROPORA";4,8;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"ASTREOPORA";0,16;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"COELOSERIS";0,16;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"CYPHASTREA";0,64;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"ECHINOPORA";0,4;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"DIPSASTREA";1,2;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"Merulinid Sp";0,08;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"FAVITES";0,16;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"GALAXEA";0,08;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"GARDINEROSERIS";0,08;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"ISOPORA";6,16;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"MONTIPORA";6,16;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"NON-ACROPORA CORAL";0,08;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"PAVONA";1,2;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"POCILLOPORA";2,24;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"PORITES";10,4;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"PSAMMOCORA";0,08;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"SERIATOPORA";5,2;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SS3";3;"STYLOPHORA";0,16;"Isla Carenero";9,350628;-82,236126;7,1999856;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"ACROPORA";14,98;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"ASTREOPORA";0,56129;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"COELOSERIS";0,24;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"COSCINARAEA";0,080645;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"CYPHASTREA";0,880645;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
