"DatasetID";"Area";"Country";"Archipelago";"Location";"Site";"Replicate";"Zone";"Latitude";"Longitude";"Depth";"Year";"Date";"Method";"Observer";"Family";"Genus";"Species";"Size";"Density"
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";18;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Ostraciidae";"Acanthostracion";"Acanthostracion polygonius";24;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Pomacanthidae";"Holacanthus";"Holacanthus ciliaris";22;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Pomacentridae";"Abudefduf";"Abudefduf saxatilis";12;3
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Pomacentridae";"Chromis";"Chromis multilineata";8;40
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus iseri";14;3
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus iseri";20;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";7;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";12;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";13;9
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";14;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";15;4
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";16;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";18;6
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";20;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";22;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";16;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";17;9
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";23;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";26;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";30;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma aurofrenatum";17;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma aurofrenatum";20;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";18;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";20;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";24;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";29;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";30;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";40;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scorpaenidae";"Pterois";NA;23;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";12;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";18;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";22;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";23;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";1;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Serranidae";"Paranthias";"Paranthias furcifer";20;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Acanthuridae";"Acanthurus";"Acanthurus coeruleus";14;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Acanthuridae";"Acanthurus";"Acanthurus coeruleus";15;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Acanthuridae";"Acanthurus";"Acanthurus coeruleus";20;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Aulostomidae";"Aulostomus";"Aulostomus maculatus";28;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Aulostomidae";"Aulostomus";"Aulostomus maculatus";40;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Balistidae";"Melichthys";"Melichthys niger";20;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Carangidae";"Caranx";"Caranx ruber";18;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Carangidae";"Caranx";"Caranx ruber";20;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Chaetodontidae";"Chaetodon";"Chaetodon capistratus";6;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Haemulidae";"Anisotremus";"Anisotremus surinamensis";30;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Haemulidae";"Haemulon";"Haemulon flavolineatum";15;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Holocentridae";"Holocentrus";"Holocentrus adscensionis";15;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Holocentridae";"Holocentrus";"Holocentrus adscensionis";16;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Labridae";"Bodianus";"Bodianus rufus";20;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Labridae";"Halichoeres";"Halichoeres garnoti";8;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Labridae";"Halichoeres";"Halichoeres garnoti";10;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Labridae";"Halichoeres";"Halichoeres garnoti";15;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Labridae";"Thalassoma";"Thalassoma bifasciatum";4;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Lutjanidae";"Lutjanus";"Lutjanus mahogoni";23;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Lutjanidae";"Ocyurus";"Ocyurus chrysurus";43;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Monacanthidae";"Cantherhines";"Cantherhines pullus";20;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";7;12
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";12;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";14;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";15;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";17;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Ostraciidae";"Lactophrys";"Lactophrys triqueter";8;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Pomacanthidae";"Pomacanthus";"Pomacanthus paru";26;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Pomacentridae";"Abudefduf";"Abudefduf saxatilis";14;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Pomacentridae";"Chromis";"Chromis cyanea";5;30
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Pomacentridae";"Chromis";"Chromis multilineata";8;40
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Pomacentridae";"Microspathodon";"Microspathodon chrysurus";12;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus iseri";14;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";5;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";7;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";8;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";10;4
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";12;5
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";14;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";15;3
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";17;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";18;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";19;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";21;3
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";13;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";16;3
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";17;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";32;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma aurofrenatum";10;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";6;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";17;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";20;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";24;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";28;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";29;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";30;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";38;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";12;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";17;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Serranidae";"Hypoplectrus";"Hypoplectrus puella";10;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";2;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Synodontidae";"Synodus";"Synodus foetens";22;1
