"DatasetID";"Area";"Country";"Archipelago";"Location";"Site";"Zone";"Latitude";"Longitude";"Depth";"Year";"Date";"Replicate";"Method";"Observer";"Family";"Genus";"Species";"Density";"Size"
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Lutjanidae";"Lutjanus";"Lutjanus apodus";1;32
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Lutjanidae";"Ocyurus";"Ocyurus chrysurus";1;40
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";1;17
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";1;18
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Ostraciidae";"Acanthostracion";"Acanthostracion polygonius";1;24
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Pomacanthidae";"Holacanthus";"Holacanthus ciliaris";1;22
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Pomacentridae";"Abudefduf";"Abudefduf saxatilis";3;12
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Pomacentridae";"Chromis";"Chromis multilineata";40;8
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus iseri";3;14
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus iseri";1;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";1;7
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";2;12
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";9;13
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";1;14
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";4;15
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";20;16
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";6;18
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";2;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";1;22
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";1;16
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";9;17
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";1;23
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";1;26
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";1;30
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma aurofrenatum";1;17
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma aurofrenatum";1;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";1;18
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";1;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";1;24
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";1;29
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";2;30
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";1;40
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Scorpaenidae";"Pterois";NA;1;23
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";1;12
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";1;18
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";2;22
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";1;23
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";1;"Belt transect";"PNL";"Serranidae";"Paranthias";"Paranthias furcifer";2;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Acanthuridae";"Acanthurus";"Acanthurus coeruleus";1;14
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Acanthuridae";"Acanthurus";"Acanthurus coeruleus";2;15
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Acanthuridae";"Acanthurus";"Acanthurus coeruleus";1;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Aulostomidae";"Aulostomus";"Aulostomus maculatus";1;28
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Aulostomidae";"Aulostomus";"Aulostomus maculatus";1;40
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Balistidae";"Melichthys";"Melichthys niger";1;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Carangidae";"Caranx";"Caranx ruber";1;18
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Carangidae";"Caranx";"Caranx ruber";1;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Chaetodontidae";"Chaetodon";"Chaetodon capistratus";1;6
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Haemulidae";"Anisotremus";"Anisotremus surinamensis";1;30
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Haemulidae";"Haemulon";"Haemulon flavolineatum";1;15
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Holocentridae";"Holocentrus";"Holocentrus adscensionis";1;15
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Holocentridae";"Holocentrus";"Holocentrus adscensionis";1;16
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Labridae";"Bodianus";"Bodianus rufus";1;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Labridae";"Halichoeres";"Halichoeres garnoti";2;8
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Labridae";"Halichoeres";"Halichoeres garnoti";2;10
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Labridae";"Halichoeres";"Halichoeres garnoti";1;15
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Labridae";"Thalassoma";"Thalassoma bifasciatum";1;4
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Lutjanidae";"Lutjanus";"Lutjanus mahogoni";1;23
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Lutjanidae";"Ocyurus";"Ocyurus chrysurus";1;43
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Monacanthidae";"Cantherhines";"Cantherhines pullus";2;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";12;7
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";1;12
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";1;14
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";1;15
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";1;17
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Ostraciidae";"Lactophrys";"Lactophrys triqueter";1;8
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Pomacanthidae";"Pomacanthus";"Pomacanthus paru";1;26
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Pomacentridae";"Abudefduf";"Abudefduf saxatilis";2;14
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Pomacentridae";"Chromis";"Chromis cyanea";30;5
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Pomacentridae";"Chromis";"Chromis multilineata";40;8
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Pomacentridae";"Microspathodon";"Microspathodon chrysurus";1;12
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus iseri";1;14
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";2;5
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";1;7
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";1;8
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";4;10
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";5;12
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";1;14
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";3;15
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";2;17
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";2;18
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";1;19
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";3;21
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";2;13
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";3;16
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";1;17
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";1;32
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma aurofrenatum";1;10
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";2;6
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";1;17
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";1;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";1;24
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";1;28
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";1;29
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";1;30
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";1;38
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";1;12
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";1;17
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Serranidae";"Hypoplectrus";"Hypoplectrus puella";1;10
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";NA;10,926982;-68,258696;12;2017;"2017-08-03";2;"Belt transect";"PNL";"Synodontidae";"Synodus";"Synodus foetens";1;22
