"DatasetID";"Area";"Country";"Archipelago";"Location";"Site";"Zone";"Latitude";"Longitude";"Depth";"Year";"Date";"Replicate";"Method";"Observer";"Category";"Group";"Family";"Genus";"Species";"Cover"
"DATA1";"Pacific";"USA";"Mariana Islands";"Guam";"Coco's Island";"Fringing reef";13,239981;144,665624;NA;2014;"2014-05-06";3;"Point Intercept Transect";"LS";"Algae";"Macroalgae";NA;NA;NA;46
"DATA1";"Pacific";"USA";"Mariana Islands";"Guam";"Coco's Island";"Fringing reef";13,239981;144,665624;NA;2014;"2014-05-06";3;"Point Intercept Transect";"LS";"Algae";"Turf algae";NA;NA;NA;4
"DATA1";"Pacific";"USA";"Mariana Islands";"Guam";"Coco's Island";"Fringing reef";13,239981;144,665624;NA;2014;"2014-05-06";3;"Point Intercept Transect";"LS";"Hard living coral";NA;NA;NA;NA;4
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2010;NA;1;NA;NA;"Algae";"Macroalgae";NA;NA;NA;10
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2010;NA;1;NA;NA;"Algae";"Turf algae";NA;NA;NA;24
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2010;NA;1;NA;NA;"Hard living coral";NA;NA;NA;NA;22
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2010;NA;1;NA;NA;"Other fauna";"Porifera";NA;NA;NA;24
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2015;NA;1;NA;NA;"Algae";"Macroalgae";NA;NA;NA;25
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2015;NA;1;NA;NA;"Algae";"Turf algae";NA;NA;NA;22
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2015;NA;1;NA;NA;"Hard living coral";NA;NA;NA;NA;20
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2015;NA;1;NA;NA;"Other fauna";"Porifera";NA;NA;NA;6
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2020;NA;1;NA;NA;"Algae";"Macroalgae";NA;NA;NA;15
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2020;NA;1;NA;NA;"Algae";"Turf algae";NA;NA;NA;23
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2020;NA;1;NA;NA;"Hard living coral";NA;NA;NA;NA;20
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2020;NA;1;NA;NA;"Other fauna";"Porifera";NA;NA;NA;18
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;6;2010;NA;2;NA;NA;"Algae";"Macroalgae";NA;NA;NA;1
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;6;2010;NA;2;NA;NA;"Algae";"Turf algae";NA;NA;NA;27
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;6;2010;NA;2;NA;NA;"Hard living coral";NA;NA;NA;NA;24
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;6;2010;NA;2;NA;NA;"Other fauna";"Porifera";NA;NA;NA;18
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;6;2015;NA;2;NA;NA;"Algae";"Macroalgae";NA;NA;NA;14
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;6;2015;NA;2;NA;NA;"Algae";"Turf algae";NA;NA;NA;19
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;6;2015;NA;2;NA;NA;"Hard living coral";NA;NA;NA;NA;19
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;6;2015;NA;2;NA;NA;"Other fauna";"Porifera";NA;NA;NA;22
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;6;2020;NA;2;NA;NA;"Algae";"Macroalgae";NA;NA;NA;23
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;6;2020;NA;2;NA;NA;"Algae";"Turf algae";NA;NA;NA;6
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;6;2020;NA;2;NA;NA;"Hard living coral";NA;NA;NA;NA;16
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;6;2020;NA;2;NA;NA;"Other fauna";"Porifera";NA;NA;NA;26
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2010;NA;3;NA;NA;"Algae";"Macroalgae";NA;NA;NA;21
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2010;NA;3;NA;NA;"Algae";"Turf algae";NA;NA;NA;20
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2010;NA;3;NA;NA;"Hard living coral";NA;NA;NA;NA;13
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2010;NA;3;NA;NA;"Other fauna";"Porifera";NA;NA;NA;37
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2015;NA;3;NA;NA;"Algae";"Macroalgae";NA;NA;NA;12
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2015;NA;3;NA;NA;"Algae";"Turf algae";NA;NA;NA;22
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2015;NA;3;NA;NA;"Hard living coral";NA;NA;NA;NA;33
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2015;NA;3;NA;NA;"Other fauna";"Porifera";NA;NA;NA;19
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2020;NA;3;NA;NA;"Algae";"Macroalgae";NA;NA;NA;16
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2020;NA;3;NA;NA;"Algae";"Turf algae";NA;NA;NA;17
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2020;NA;3;NA;NA;"Hard living coral";NA;NA;NA;NA;26
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;8;2020;NA;3;NA;NA;"Other fauna";"Porifera";NA;NA;NA;19
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;7;2010;NA;4;NA;NA;"Algae";"Macroalgae";NA;NA;NA;22
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;7;2010;NA;4;NA;NA;"Algae";"Turf algae";NA;NA;NA;29
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;7;2010;NA;4;NA;NA;"Hard living coral";NA;NA;NA;NA;9
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;7;2010;NA;4;NA;NA;"Other fauna";"Porifera";NA;NA;NA;20
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;7;2015;NA;4;NA;NA;"Algae";"Macroalgae";NA;NA;NA;37
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;7;2015;NA;4;NA;NA;"Algae";"Turf algae";NA;NA;NA;43
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;7;2015;NA;4;NA;NA;"Hard living coral";NA;NA;NA;NA;15
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;7;2015;NA;4;NA;NA;"Other fauna";"Porifera";NA;NA;NA;5
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;7;2020;NA;4;NA;NA;"Algae";"Macroalgae";NA;NA;NA;30
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;7;2020;NA;4;NA;NA;"Algae";"Turf algae";NA;NA;NA;12
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;7;2020;NA;4;NA;NA;"Hard living coral";NA;NA;NA;NA;1
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;7;2020;NA;4;NA;NA;"Other fauna";"Porifera";NA;NA;NA;29
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;10;2010;NA;5;NA;NA;"Algae";"Macroalgae";NA;NA;NA;18
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;10;2010;NA;5;NA;NA;"Algae";"Turf algae";NA;NA;NA;20
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;10;2010;NA;5;NA;NA;"Hard living coral";NA;NA;NA;NA;20
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;10;2010;NA;5;NA;NA;"Other fauna";"Porifera";NA;NA;NA;7
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;10;2015;NA;5;NA;NA;"Algae";"Macroalgae";NA;NA;NA;18
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;10;2015;NA;5;NA;NA;"Algae";"Turf algae";NA;NA;NA;16
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;10;2015;NA;5;NA;NA;"Hard living coral";NA;NA;NA;NA;20
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;10;2015;NA;5;NA;NA;"Other fauna";"Porifera";NA;NA;NA;19
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;10;2020;NA;5;NA;NA;"Algae";"Macroalgae";NA;NA;NA;16
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;10;2020;NA;5;NA;NA;"Algae";"Turf algae";NA;NA;NA;15
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;10;2020;NA;5;NA;NA;"Hard living coral";NA;NA;NA;NA;27
"DATA2";"Caribbean";"Jamaica";NA;NA;"Discovery Bay";NA;18,4665555555556;-77,4032777777778;10;2020;NA;5;NA;NA;"Other fauna";"Porifera";NA;NA;NA;22
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2010;NA;1;NA;NA;"Algae";"Macroalgae";NA;NA;NA;24
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2010;NA;1;NA;NA;"Algae";"Turf algae";NA;NA;NA;12
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2010;NA;1;NA;NA;"Hard living coral";NA;NA;NA;NA;7
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2010;NA;1;NA;NA;"Other fauna";"Porifera";NA;NA;NA;21
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2015;NA;1;NA;NA;"Algae";"Macroalgae";NA;NA;NA;19
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2015;NA;1;NA;NA;"Algae";"Turf algae";NA;NA;NA;4
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2015;NA;1;NA;NA;"Hard living coral";NA;NA;NA;NA;19
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2015;NA;1;NA;NA;"Other fauna";"Porifera";NA;NA;NA;30
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2020;NA;1;NA;NA;"Algae";"Macroalgae";NA;NA;NA;14
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2020;NA;1;NA;NA;"Algae";"Turf algae";NA;NA;NA;24
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2020;NA;1;NA;NA;"Hard living coral";NA;NA;NA;NA;41
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2020;NA;1;NA;NA;"Other fauna";"Porifera";NA;NA;NA;15
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;12;2010;NA;2;NA;NA;"Algae";"Macroalgae";NA;NA;NA;25
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;12;2010;NA;2;NA;NA;"Algae";"Turf algae";NA;NA;NA;26
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;12;2010;NA;2;NA;NA;"Hard living coral";NA;NA;NA;NA;11
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;12;2010;NA;2;NA;NA;"Other fauna";"Porifera";NA;NA;NA;11
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;12;2015;NA;2;NA;NA;"Algae";"Macroalgae";NA;NA;NA;10
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;12;2015;NA;2;NA;NA;"Algae";"Turf algae";NA;NA;NA;31
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;12;2015;NA;2;NA;NA;"Hard living coral";NA;NA;NA;NA;14
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;12;2015;NA;2;NA;NA;"Other fauna";"Porifera";NA;NA;NA;26
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;12;2020;NA;2;NA;NA;"Algae";"Macroalgae";NA;NA;NA;16
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;12;2020;NA;2;NA;NA;"Algae";"Turf algae";NA;NA;NA;21
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;12;2020;NA;2;NA;NA;"Hard living coral";NA;NA;NA;NA;13
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;12;2020;NA;2;NA;NA;"Other fauna";"Porifera";NA;NA;NA;21
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2010;NA;3;NA;NA;"Algae";"Macroalgae";NA;NA;NA;28
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2010;NA;3;NA;NA;"Algae";"Turf algae";NA;NA;NA;10
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2010;NA;3;NA;NA;"Hard living coral";NA;NA;NA;NA;21
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2010;NA;3;NA;NA;"Other fauna";"Porifera";NA;NA;NA;13
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2015;NA;3;NA;NA;"Algae";"Macroalgae";NA;NA;NA;25
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2015;NA;3;NA;NA;"Algae";"Turf algae";NA;NA;NA;11
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2015;NA;3;NA;NA;"Hard living coral";NA;NA;NA;NA;27
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2015;NA;3;NA;NA;"Other fauna";"Porifera";NA;NA;NA;10
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2020;NA;3;NA;NA;"Algae";"Macroalgae";NA;NA;NA;12
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2020;NA;3;NA;NA;"Algae";"Turf algae";NA;NA;NA;17
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2020;NA;3;NA;NA;"Hard living coral";NA;NA;NA;NA;41
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2020;NA;3;NA;NA;"Other fauna";"Porifera";NA;NA;NA;23
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2010;NA;4;NA;NA;"Algae";"Macroalgae";NA;NA;NA;15
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2010;NA;4;NA;NA;"Algae";"Turf algae";NA;NA;NA;17
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2010;NA;4;NA;NA;"Hard living coral";NA;NA;NA;NA;9
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2010;NA;4;NA;NA;"Other fauna";"Porifera";NA;NA;NA;14
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2015;NA;4;NA;NA;"Algae";"Turf algae";NA;NA;NA;29
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2015;NA;4;NA;NA;"Hard living coral";NA;NA;NA;NA;20
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2015;NA;4;NA;NA;"Other fauna";"Porifera";NA;NA;NA;30
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2020;NA;4;NA;NA;"Algae";"Turf algae";NA;NA;NA;19
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;5;2020;NA;4;NA;NA;"Other fauna";"Porifera";NA;NA;NA;31
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2010;NA;5;NA;NA;"Algae";"Macroalgae";NA;NA;NA;29
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2010;NA;5;NA;NA;"Algae";"Turf algae";NA;NA;NA;10
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2010;NA;5;NA;NA;"Hard living coral";NA;NA;NA;NA;15
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2010;NA;5;NA;NA;"Other fauna";"Porifera";NA;NA;NA;30
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2015;NA;5;NA;NA;"Algae";"Macroalgae";NA;NA;NA;12
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2015;NA;5;NA;NA;"Hard living coral";NA;NA;NA;NA;29
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2015;NA;5;NA;NA;"Other fauna";"Porifera";NA;NA;NA;37
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2020;NA;5;NA;NA;"Algae";"Macroalgae";NA;NA;NA;6
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2020;NA;5;NA;NA;"Algae";"Turf algae";NA;NA;NA;11
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2020;NA;5;NA;NA;"Hard living coral";NA;NA;NA;NA;26
"DATA2";"Caribbean";"Jamaica";NA;NA;"Montego Bay";NA;18,4838055555556;-77,9456944444444;10;2020;NA;5;NA;NA;"Other fauna";"Porifera";NA;NA;NA;32
"DATA3";"Australia";"Australia";NA;"Lizard Island";"Coconut Bay";"Outer_Reef_East";-14,680205;145,47366;3;2010;"2010-05-11";1;NA;NA;"Abiotic";NA;NA;NA;NA;72,4
"DATA3";"Australia";"Australia";NA;"Lizard Island";"Coconut Bay";"Outer_Reef_East";-14,680205;145,47366;3;2010;"2010-05-11";1;NA;NA;"Algae";"Coralline algae";NA;NA;NA;0,4
"DATA3";"Australia";"Australia";NA;"Lizard Island";"Coconut Bay";"Outer_Reef_East";-14,680205;145,47366;3;2010;"2010-05-11";1;NA;NA;"Algae";NA;"Halimedaceae";"Halimeda";NA;0,4
"DATA3";"Australia";"Australia";NA;"Lizard Island";"Coconut Bay";"Outer_Reef_East";-14,680205;145,47366;3;2010;"2010-05-11";1;NA;NA;"Hard living coral";NA;"Acroporidae";"Astreopora";NA;0,4
"DATA3";"Australia";"Australia";NA;"Lizard Island";"Coconut Bay";"Outer_Reef_East";-14,680205;145,47366;3;2010;"2010-05-11";1;NA;NA;"Hard living coral";NA;"Faviidae";"Favia";NA;0,8
"DATA3";"Australia";"Australia";NA;"Lizard Island";"Coconut Bay";"Outer_Reef_East";-14,680205;145,47366;3;2010;"2010-05-11";1;NA;NA;"Hard living coral";NA;"Faviidae";NA;NA;0,8
"DATA3";"Australia";"Australia";NA;"Lizard Island";"Coconut Bay";"Outer_Reef_East";-14,680205;145,47366;3;2010;"2010-05-11";1;NA;NA;"Hard living coral";NA;"Merulinidae";"Favites";NA;0,4
"DATA3";"Australia";"Australia";NA;"Lizard Island";"Coconut Bay";"Outer_Reef_East";-14,680205;145,47366;3;2010;"2010-05-11";1;NA;NA;"Hard living coral";NA;"Merulinidae";"Goniastrea";NA;1,6
"DATA3";"Australia";"Australia";NA;"Lizard Island";"Coconut Bay";"Outer_Reef_East";-14,680205;145,47366;3;2010;"2010-05-11";1;NA;NA;"Hard living coral";NA;"Merulinidae";"Merulina";NA;0,4
"DATA3";"Australia";"Australia";NA;"Lizard Island";"Coconut Bay";"Outer_Reef_East";-14,680205;145,47366;3;2010;"2010-05-11";1;NA;NA;"Hard living coral";NA;"Merulinidae";"Pectinia";NA;0,4
"DATA3";"Australia";"Australia";NA;"Lizard Island";"Coconut Bay";"Outer_Reef_East";-14,680205;145,47366;3;2010;"2010-05-11";1;NA;NA;"Hard living coral";NA;"Pocilloporidae";"Pocillopora";NA;2,8
"DATA3";"Australia";"Australia";NA;"Lizard Island";"Coconut Bay";"Outer_Reef_East";-14,680205;145,47366;3;2010;"2010-05-11";1;NA;NA;"Hard living coral";NA;"Poritidae";"Porites";NA;2,4
