"Replicate";"Year";"Country";"Site";"Latitude";"Longitude";"Depth";"Tax_ID";"Cover";"Lat_degree";"Lat_min";"Lat_sec";"Lat_side";"Long_degree";"Long_min";"Long_sec";"Long_side";"DatasetID";"Area"
"MB1";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;5;"Hard coral";41;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB1";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;5;"Turf algae";24;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB2";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;12;"Non living";27;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB2";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;12;"Sponges";11;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB2";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;12;"Macroalgae";25;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB2";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;12;"Hard coral";11;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB2";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;12;"Turf algae";26;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB2";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;12;"Non living";19;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB2";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;12;"Sponges";26;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB2";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;12;"Macroalgae";10;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB2";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;12;"Hard coral";14;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB2";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;12;"Turf algae";31;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB2";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;12;"Non living";29;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB2";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;12;"Sponges";21;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB2";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;12;"Macroalgae";16;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB2";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;12;"Hard coral";13;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB2";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;12;"Turf algae";21;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB3";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Non living";28;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB3";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Sponges";13;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB3";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Macroalgae";28;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB3";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Hard coral";21;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB3";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Turf algae";10;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB3";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Non living";27;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB3";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Sponges";10;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB3";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Macroalgae";25;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB3";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Hard coral";27;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB3";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Turf algae";11;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB3";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Non living";7;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB3";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Sponges";23;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB3";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Macroalgae";12;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB3";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Hard coral";41;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB3";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Turf algae";17;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB4";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;5;"Non living";45;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB4";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;5;"Sponges";14;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB4";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;5;"Macroalgae";15;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB4";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;5;"Hard coral";9;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB4";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;5;"Turf algae";17;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB4";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;5;"Non living";21;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB4";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;5;"Sponges";30;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB4";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;5;"Macroalgae";0;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB4";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;5;"Hard coral";20;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB4";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;5;"Turf algae";29;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB4";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;5;"Non living";50;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB4";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;5;"Sponges";31;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB4";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;5;"Macroalgae";0;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB4";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;5;"Hard coral";0;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB4";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;5;"Turf algae";19;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB5";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Non living";16;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB5";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Sponges";30;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB5";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Macroalgae";29;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB5";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Hard coral";15;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB5";2010;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Turf algae";10;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB5";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Non living";22;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB5";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Sponges";37;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB5";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Macroalgae";12;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB5";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Hard coral";29;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB5";2015;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Turf algae";0;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB5";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Non living";25;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB5";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Sponges";32;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB5";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Macroalgae";6;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB5";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Hard coral";26;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"MB5";2020;"Jamaica";"Montego Bay";18,4838055555556;-77,9456944444444;10;"Turf algae";11;18;29;1,7;"N";77;56;44,5;"W";"DATA2";"Caribbean"
"DB1";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Non living";20;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB1";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Sponges";24;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB1";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Macroalgae";10;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB1";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Hard coral";22;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB1";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Turf algae";24;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB1";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Non living";27;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB1";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Sponges";6;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB1";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Macroalgae";25;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB1";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Hard coral";20;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB1";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Turf algae";22;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB1";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Non living";24;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB1";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Sponges";18;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB1";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Macroalgae";15;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB1";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Hard coral";20;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB1";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Turf algae";23;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB2";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;6;"Non living";30;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB2";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;6;"Sponges";18;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB2";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;6;"Macroalgae";1;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB2";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;6;"Hard coral";24;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB2";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;6;"Turf algae";27;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB2";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;6;"Non living";26;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB2";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;6;"Sponges";22;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB2";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;6;"Macroalgae";14;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB2";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;6;"Hard coral";19;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB2";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;6;"Turf algae";19;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB2";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;6;"Non living";29;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB2";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;6;"Sponges";26;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB2";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;6;"Macroalgae";23;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB2";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;6;"Hard coral";16;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB2";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;6;"Turf algae";6;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB3";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Non living";9;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB3";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Sponges";37;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB3";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Macroalgae";21;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB3";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Hard coral";13;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB3";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Turf algae";20;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB3";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Non living";14;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB3";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Sponges";19;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB3";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Macroalgae";12;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB3";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Hard coral";33;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB3";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Turf algae";22;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB3";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Non living";22;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB3";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Sponges";19;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB3";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Macroalgae";16;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB3";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Hard coral";26;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB3";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;8;"Turf algae";17;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB4";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;7;"Non living";20;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB4";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;7;"Sponges";20;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB4";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;7;"Macroalgae";22;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB4";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;7;"Hard coral";9;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB4";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;7;"Turf algae";29;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB4";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;7;"Non living";0;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB4";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;7;"Sponges";5;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB4";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;7;"Macroalgae";37;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB4";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;7;"Hard coral";15;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB4";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;7;"Turf algae";43;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB4";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;7;"Non living";28;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB4";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;7;"Sponges";29;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB4";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;7;"Macroalgae";30;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB4";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;7;"Hard coral";1;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB4";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;7;"Turf algae";12;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB5";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;10;"Non living";35;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB5";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;10;"Sponges";7;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB5";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;10;"Macroalgae";18;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB5";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;10;"Hard coral";20;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB5";2010;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;10;"Turf algae";20;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB5";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;10;"Non living";27;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB5";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;10;"Sponges";19;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB5";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;10;"Macroalgae";18;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB5";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;10;"Hard coral";20;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB5";2015;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;10;"Turf algae";16;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB5";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;10;"Non living";20;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB5";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;10;"Sponges";22;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB5";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;10;"Macroalgae";16;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB5";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;10;"Hard coral";27;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
"DB5";2020;"Jamaica";"Discovery Bay";18,4665555555556;-77,4032777777778;10;"Turf algae";15;18;27;59,6;"N";77;24;11,8;"W";"DATA2";"Caribbean"
